                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    157,                0.49125,                 0.3553,                0.96641,                0.98849,                0.94399,                0.97345,                0.93858,                 0.2353,                0.17219,                 0.7033,              0.0096931,              0.0096931,              0.0096931
                    158,                0.49145,                0.34081,                0.97078,                0.97626,                0.96703,                0.97183,                0.94013,                0.23025,                0.16872,                0.70696,              0.0096911,              0.0096911,              0.0096911
                    159,                0.49417,                0.34532,                0.97172,                0.96662,                0.95456,                0.97172,                0.94189,                0.22592,                0.17287,                0.70653,              0.0096891,              0.0096891,              0.0096891
                    160,                0.48252,                0.33256,                0.97516,                      1,                 0.9434,                0.97235,                0.94564,                0.22618,                0.16826,                0.71127,              0.0096872,              0.0096872,              0.0096872
                    161,                0.50596,                0.34508,                0.98302,                      1,                 0.9433,                0.97706,                0.94559,                0.22578,                0.16594,                 0.7079,              0.0096852,              0.0096852,              0.0096852
                    162,                0.50453,                0.34392,                0.98463,                      1,                0.94456,                0.97791,                0.94403,                0.24335,                0.17311,                0.70634,              0.0096832,              0.0096832,              0.0096832
                    163,                0.47984,                0.32988,                0.96358,                 0.9885,                0.94417,                0.97513,                  0.941,                0.23715,                0.17426,                0.70821,              0.0096812,              0.0096812,              0.0096812
                    164,                0.48937,                0.33245,                0.96473,                0.98698,                0.93407,                0.97103,                0.94061,                 0.2332,                0.18573,                0.70983,              0.0096792,              0.0096792,              0.0096792
                    165,                0.48938,                0.34348,                0.96739,                0.99799,                0.93407,                0.96703,                 0.9429,                0.22964,                0.17919,                0.70849,              0.0096773,              0.0096773,              0.0096773
                    166,                0.48703,                0.33412,                0.96916,                0.97749,                0.95439,                0.97502,                 0.9465,                  0.227,                0.17841,                0.70644,              0.0096753,              0.0096753,              0.0096753
                    167,                0.51412,                0.35974,                0.97654,                0.97726,                0.94458,                0.97902,                 0.9426,                0.23586,                0.18512,                 0.7082,              0.0096733,              0.0096733,              0.0096733
                    168,                0.48215,                0.33457,                0.96739,                 0.9973,                0.93407,                 0.9775,                0.94949,                  0.228,                0.18018,                0.70539,              0.0096713,              0.0096713,              0.0096713
                    169,                0.47022,                0.33211,                0.96763,                      1,                0.94418,                0.97387,                 0.9441,                0.22137,                0.16369,                0.69918,              0.0096693,              0.0096693,              0.0096693
                    170,                0.48508,                0.32766,                0.97186,                      1,                0.94419,                0.97138,                0.94602,                0.22531,                0.17747,                0.70267,              0.0096674,              0.0096674,              0.0096674
                    171,                 0.4802,                0.33796,                0.96818,                 0.9963,                0.93407,                0.96825,                0.94158,                0.22298,                0.16641,                0.70296,              0.0096654,              0.0096654,              0.0096654
                    172,                0.48223,                 0.3389,                0.96009,                      1,                0.94291,                0.97476,                0.93878,                0.23999,                0.16606,                0.71647,              0.0096634,              0.0096634,              0.0096634
                    173,                0.48627,                0.33362,                0.96366,                      1,                0.94369,                0.98092,                0.94544,                0.23873,                0.16977,                0.71373,              0.0096614,              0.0096614,              0.0096614
                    174,                 0.4787,                0.33364,                 0.9722,                0.98849,                0.94404,                0.97063,                0.94572,                0.23259,                0.16206,                0.71076,              0.0096594,              0.0096594,              0.0096594
                    175,                0.48709,                0.33809,                0.97402,                      1,                0.94354,                0.97161,                 0.9456,                0.21797,                 0.1531,                0.70362,              0.0096575,              0.0096575,              0.0096575
                    176,                0.48086,                0.33152,                0.96643,                0.97773,                0.96502,                0.97598,                0.94933,                0.21761,                0.14696,                 0.6978,              0.0096555,              0.0096555,              0.0096555
                    177,                0.48645,                0.33867,                0.96254,                0.99983,                0.94505,                0.97863,                0.94847,                0.22605,                 0.1546,                  0.698,              0.0096535,              0.0096535,              0.0096535
                    178,                0.48633,                0.34043,                0.97256,                      1,                 0.9537,                0.97688,                0.94467,                0.22077,                0.15623,                0.69913,              0.0096515,              0.0096515,              0.0096515
                    179,                0.48491,                0.32991,                0.98164,                0.98823,                0.96703,                0.97782,                0.94984,                0.22464,                0.15252,                0.70539,              0.0096495,              0.0096495,              0.0096495
                    180,                0.48936,                0.33841,                0.97466,                      1,                0.94495,                0.97367,                0.94016,                0.22299,                0.15783,                0.70835,              0.0096476,              0.0096476,              0.0096476
                    181,                0.48474,                0.33827,                0.97274,                0.99834,                0.94505,                0.97366,                0.94284,                0.22952,                0.16307,                0.70969,              0.0096456,              0.0096456,              0.0096456
                    182,                0.47471,                0.33765,                0.95801,                0.98362,                0.94505,                 0.9687,                0.94431,                0.22889,                0.16938,                 0.7128,              0.0096436,              0.0096436,              0.0096436
                    183,                0.48377,                0.34632,                0.97154,                      1,                0.94362,                0.97573,                0.94659,                0.22414,                0.16572,                 0.7093,              0.0096416,              0.0096416,              0.0096416
                    184,                0.48167,                0.34056,                0.97108,                      1,                0.94385,                 0.9708,                0.94414,                0.22684,                0.17196,                0.71176,              0.0096396,              0.0096396,              0.0096396
                    185,                0.47462,                0.33041,                0.97804,                      1,                0.94102,                0.97223,                0.94506,                0.21967,                0.16899,                0.70591,              0.0096377,              0.0096377,              0.0096377
                    186,                0.47622,                0.33272,                0.96895,                      1,                 0.9422,                0.97522,                 0.9467,                0.21416,                0.16412,                0.70338,              0.0096357,              0.0096357,              0.0096357
                    187,                0.48536,                0.32888,                 0.9709,                      1,                0.94297,                0.97457,                0.94611,                0.21452,                0.15586,                0.70238,              0.0096337,              0.0096337,              0.0096337
                    188,                0.47229,                0.31968,                0.96491,                      1,                0.95491,                 0.9778,                0.94847,                0.22626,                0.16607,                0.71211,              0.0096317,              0.0096317,              0.0096317
                    189,                0.48233,                0.33226,                0.97294,                 0.9985,                0.95604,                0.97807,                0.94668,                0.22949,                 0.1676,                0.71661,              0.0096297,              0.0096297,              0.0096297
                    190,                 0.4572,                0.31699,                0.95576,                      1,                 0.9554,                 0.9756,                0.94817,                0.22149,                0.16524,                0.71399,              0.0096278,              0.0096278,              0.0096278
                    191,                0.48495,                0.33066,                0.96561,                0.99965,                0.95604,                 0.9747,                0.94473,                0.22611,                0.16238,                 0.7193,              0.0096258,              0.0096258,              0.0096258
                    192,                0.46871,                 0.3136,                0.96507,                      1,                0.94425,                0.96532,                0.94515,                0.22948,                0.16794,                0.72027,              0.0096238,              0.0096238,              0.0096238
                    193,                0.47346,                0.33465,                0.96465,                      1,                0.94433,                0.96927,                0.94533,                0.22979,                0.16198,                0.71291,              0.0096218,              0.0096218,              0.0096218
