                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    150,                0.51609,                0.33309,                0.85981,                0.96922,                0.93522,                0.96624,                0.92396,                0.30971,                 0.2383,                0.80417,               0.009707,               0.009707,               0.009707
                    151,                0.51469,                0.33313,                0.86074,                  0.966,                0.93812,                0.96602,                 0.9234,                0.30816,                0.23784,                0.80305,               0.009705,               0.009705,               0.009705
                    152,                0.51473,                0.33224,                0.86044,                0.96613,                0.93635,                0.96531,                0.92247,                0.30672,                 0.2364,                0.80124,               0.009703,               0.009703,               0.009703
                    153,                0.51291,                0.33119,                0.85986,                 0.9679,                0.93491,                0.96596,                0.92327,                0.30565,                0.23669,                0.80023,               0.009701,               0.009701,               0.009701
                    154,                0.51047,                0.33119,                0.85955,                0.96557,                 0.9376,                0.96511,                0.92239,                0.30575,                0.23629,                0.80072,               0.009699,               0.009699,               0.009699
                    155,                0.51166,                0.33187,                0.85947,                0.96616,                0.93535,                0.96586,                0.92434,                0.30545,                0.23577,                 0.8007,              0.0096971,              0.0096971,              0.0096971
                    156,                0.51085,                0.33064,                0.85903,                0.96269,                0.93931,                0.96492,                0.92393,                0.30542,                0.23569,                0.80077,              0.0096951,              0.0096951,              0.0096951
                    157,                0.51018,                0.33042,                0.85868,                0.96391,                 0.9373,                0.96451,                0.92243,                0.30508,                0.23603,                0.80115,              0.0096931,              0.0096931,              0.0096931
                    158,                0.50882,                0.32934,                0.85814,                0.96495,                0.93642,                0.96431,                0.92254,                 0.3053,                0.23631,                0.80115,              0.0096911,              0.0096911,              0.0096911
                    159,                0.51262,                0.32979,                0.85836,                0.96363,                 0.9389,                0.96419,                0.92325,                0.30532,                0.23578,                0.80111,              0.0096891,              0.0096891,              0.0096891
                    160,                0.50931,                0.33081,                0.85785,                0.96336,                0.93916,                0.96389,                0.92311,                0.30465,                0.23519,                0.80065,              0.0096872,              0.0096872,              0.0096872
                    161,                0.51069,                0.32948,                0.85695,                0.96481,                0.93868,                0.96384,                0.92267,                0.30398,                0.23495,                0.80012,              0.0096852,              0.0096852,              0.0096852
                    162,                0.50742,                0.32745,                0.85622,                0.96476,                0.93902,                0.96264,                0.92107,                0.30387,                 0.2358,                0.80035,              0.0096832,              0.0096832,              0.0096832
                    163,                0.51092,                0.33075,                0.86057,                0.96619,                0.93749,                0.96389,                0.92277,                0.30436,                0.23503,                 0.8008,              0.0096812,              0.0096812,              0.0096812
                    164,                0.51028,                0.33022,                0.85831,                0.96306,                0.94018,                 0.9639,                0.92231,                0.30404,                0.23534,                0.80097,              0.0096792,              0.0096792,              0.0096792
                    165,                0.50916,                0.32854,                0.85824,                0.96327,                0.93981,                0.96388,                0.92379,                0.30343,                0.23597,                0.80074,              0.0096773,              0.0096773,              0.0096773
                    166,                0.50707,                0.32811,                 0.8568,                0.96451,                 0.9392,                0.96429,                0.92402,                0.30392,                0.23551,                0.80081,              0.0096753,              0.0096753,              0.0096753
                    167,                 0.5085,                0.32606,                 0.8562,                0.96457,                0.93893,                0.96422,                0.92399,                0.30422,                0.23503,                0.80097,              0.0096733,              0.0096733,              0.0096733
                    168,                0.50932,                0.32622,                0.85754,                0.96631,                0.93599,                0.96381,                0.92384,                0.30404,                0.23379,                0.80072,              0.0096713,              0.0096713,              0.0096713
                    169,                0.50829,                0.32845,                0.85598,                0.96178,                0.93967,                0.96402,                0.92429,                0.30355,                0.23327,                0.80068,              0.0096693,              0.0096693,              0.0096693
                    170,                0.50515,                0.32474,                0.85635,                0.96452,                0.93775,                0.96424,                0.92385,                0.30317,                0.23233,                0.79999,              0.0096674,              0.0096674,              0.0096674
                    171,                0.50798,                0.32639,                0.85674,                0.96401,                0.93842,                0.96403,                0.92439,                0.30276,                0.23372,                0.79979,              0.0096654,              0.0096654,              0.0096654
                    172,                0.50721,                0.32584,                0.85608,                0.96516,                0.93827,                0.96421,                0.92451,                0.30411,                0.23384,                0.80019,              0.0096634,              0.0096634,              0.0096634
                    173,                0.51024,                0.32706,                0.85767,                0.96484,                0.93787,                0.96398,                0.92418,                0.30436,                0.23434,                0.80012,              0.0096614,              0.0096614,              0.0096614
                    174,                0.50745,                0.32673,                0.85628,                0.96452,                0.93841,                0.96124,                0.92083,                0.30437,                0.23506,                0.80003,              0.0096594,              0.0096594,              0.0096594
                    175,                0.50738,                0.32807,                0.85797,                0.96497,                0.93656,                0.96049,                0.91993,                0.30457,                0.23498,                0.80053,              0.0096575,              0.0096575,              0.0096575
                    176,                0.50794,                0.32593,                0.85664,                0.96583,                0.93592,                0.96134,                0.92093,                0.30484,                0.23351,                 0.8003,              0.0096555,              0.0096555,              0.0096555
                    177,                0.50053,                0.32525,                0.85367,                0.96471,                0.93755,                0.96136,                0.92073,                0.30428,                0.23341,                0.79976,              0.0096535,              0.0096535,              0.0096535
                    178,                0.50567,                0.32402,                 0.8559,                0.96476,                0.93792,                0.96236,                0.92175,                0.30376,                0.23272,                0.79953,              0.0096515,              0.0096515,              0.0096515
                    179,                0.50503,                0.32742,                0.85466,                0.96543,                0.93778,                 0.9639,                0.92313,                0.30483,                0.23214,                0.80025,              0.0096495,              0.0096495,              0.0096495
                    180,                0.50244,                0.32373,                0.85313,                0.96355,                0.93836,                0.96389,                0.92287,                 0.3051,                0.23194,                0.80057,              0.0096476,              0.0096476,              0.0096476
                    181,                0.50363,                0.32343,                0.85487,                0.96253,                0.93935,                0.96382,                0.92339,                0.30503,                0.23202,                0.80048,              0.0096456,              0.0096456,              0.0096456
                    182,                0.50056,                 0.3233,                0.85211,                0.96321,                0.93968,                0.96421,                0.92299,                0.30466,                0.23217,                0.80035,              0.0096436,              0.0096436,              0.0096436
                    183,                 0.5051,                0.32651,                0.85571,                 0.9631,                0.93928,                0.96398,                 0.9228,                0.30449,                0.23107,                0.80021,              0.0096416,              0.0096416,              0.0096416
                    184,                0.50219,                0.32394,                0.85507,                0.96324,                 0.9395,                0.96407,                0.92304,                0.30355,                0.23207,                0.79956,              0.0096396,              0.0096396,              0.0096396
                    185,                0.50204,                0.32351,                0.85467,                0.96382,                0.93979,                0.96422,                0.92356,                0.30328,                0.23202,                0.79947,              0.0096377,              0.0096377,              0.0096377
                    186,                0.50296,                0.32079,                0.85351,                0.96416,                0.93993,                 0.9642,                0.92406,                0.30317,                0.23181,                0.79968,              0.0096357,              0.0096357,              0.0096357
                    187,                0.50214,                0.32252,                0.85452,                0.96443,                0.93989,                 0.9643,                0.92392,                 0.3026,                 0.2323,                0.79953,              0.0096337,              0.0096337,              0.0096337
                    188,                 0.5019,                0.32146,                0.85411,                0.96366,                0.93956,                 0.9643,                0.92431,                0.30228,                0.23289,                0.79966,              0.0096317,              0.0096317,              0.0096317
                    189,                0.49901,                0.32195,                0.85232,                0.96544,                0.93961,                0.96428,                 0.9243,                0.30197,                  0.233,                0.79972,              0.0096297,              0.0096297,              0.0096297
                    190,                0.50302,                0.32298,                0.85569,                0.96444,                0.94037,                0.96415,                0.92393,                0.30192,                0.23307,                0.79959,              0.0096278,              0.0096278,              0.0096278
                    191,                0.50173,                0.32321,                0.85459,                0.96433,                0.94077,                0.96426,                0.92362,                0.30232,                0.23277,                0.79973,              0.0096258,              0.0096258,              0.0096258
                    192,                0.49965,                0.32027,                0.85242,                0.96263,                 0.9411,                0.96408,                0.92375,                0.30348,                0.23376,                 0.8002,              0.0096238,              0.0096238,              0.0096238
                    193,                0.49847,                0.32134,                0.85239,                0.96466,                0.93731,                0.96401,                0.92382,                0.30294,                0.23283,                0.80001,              0.0096218,              0.0096218,              0.0096218
                    194,                0.50175,                0.32233,                0.85489,                0.96436,                 0.9372,                0.96404,                0.92442,                0.30284,                0.23224,                0.80009,              0.0096198,              0.0096198,              0.0096198
                    195,                0.50052,                 0.3209,                0.85335,                0.96472,                0.93673,                0.96406,                0.92448,                0.30243,                0.23278,                0.80016,              0.0096179,              0.0096179,              0.0096179
                    196,                0.49753,                0.31984,                0.85377,                0.96405,                0.93783,                0.96417,                0.92434,                 0.3024,                 0.2318,                0.79995,              0.0096159,              0.0096159,              0.0096159
                    197,                0.49703,                0.31829,                0.85149,                0.96304,                0.93817,                0.96434,                 0.9247,                0.30233,                0.23279,                 0.7999,              0.0096139,              0.0096139,              0.0096139
                    198,                 0.4994,                0.31915,                0.85221,                0.96318,                0.93834,                0.96437,                0.92438,                0.30218,                0.23238,                0.79971,              0.0096119,              0.0096119,              0.0096119
                    199,                0.49797,                0.31872,                0.85349,                0.96488,                0.93796,                0.96435,                0.92473,                0.30149,                0.23216,                0.79905,              0.0096099,              0.0096099,              0.0096099
                    200,                  0.499,                0.32195,                0.85443,                0.96446,                0.93805,                0.96435,                0.92433,                0.30139,                 0.2326,                0.79868,               0.009608,               0.009608,               0.009608
                    201,                0.49801,                0.32032,                0.85319,                0.96559,                0.93809,                0.96438,                0.92445,                0.30112,                0.23256,                0.79861,               0.009606,               0.009606,               0.009606
                    202,                0.49648,                0.31784,                0.85253,                0.96398,                0.93877,                0.96441,                0.92426,                0.30113,                0.23285,                0.79864,               0.009604,               0.009604,               0.009604
                    203,                0.49818,                 0.3202,                0.85207,                0.96558,                0.93756,                 0.9645,                0.92428,                 0.3009,                0.23329,                0.79846,               0.009602,               0.009602,               0.009602
                    204,                0.49667,                 0.3184,                0.85104,                0.96387,                0.93934,                0.96482,                0.92435,                 0.3009,                0.23292,                0.79836,                 0.0096,                 0.0096,                 0.0096
                    205,                0.49718,                0.31811,                0.85145,                0.96307,                0.93932,                0.96486,                0.92432,                 0.3012,                0.23256,                0.79831,              0.0095981,              0.0095981,              0.0095981
                    206,                0.49461,                0.31821,                0.85094,                0.96238,                0.93954,                0.96491,                0.92453,                0.30136,                0.23306,                0.79826,              0.0095961,              0.0095961,              0.0095961
                    207,                 0.4961,                0.31914,                0.85246,                0.96057,                0.94097,                0.96482,                0.92462,                0.30131,                0.23283,                 0.7982,              0.0095941,              0.0095941,              0.0095941
                    208,                0.49504,                0.31853,                0.85273,                0.96029,                 0.9411,                0.96489,                0.92484,                0.30089,                0.23304,                0.79798,              0.0095921,              0.0095921,              0.0095921
                    209,                0.49161,                0.31644,                0.85178,                0.96015,                0.94149,                0.96481,                 0.9244,                 0.3011,                 0.2329,                0.79784,              0.0095901,              0.0095901,              0.0095901
                    210,                0.49794,                0.31957,                0.85326,                0.95948,                0.94258,                0.96484,                0.92493,                0.30131,                0.23314,                0.79789,              0.0095882,              0.0095882,              0.0095882
                    211,                0.49773,                0.31743,                 0.8522,                0.95973,                0.94247,                0.96482,                0.92523,                0.30115,                0.23291,                0.79765,              0.0095862,              0.0095862,              0.0095862
                    212,                0.49266,                 0.3161,                0.85098,                0.96025,                0.94185,                0.96484,                 0.9253,                0.30112,                  0.233,                0.79758,              0.0095842,              0.0095842,              0.0095842
                    213,                0.50037,                0.31872,                0.85339,                0.96025,                  0.941,                0.96485,                 0.9252,                0.30134,                0.23298,                 0.7975,              0.0095822,              0.0095822,              0.0095822
                    214,                0.49045,                 0.3176,                0.84963,                0.95964,                0.94148,                0.96481,                0.92509,                0.30133,                0.23292,                0.79731,              0.0095802,              0.0095802,              0.0095802
                    215,                0.49526,                0.31966,                0.85155,                0.95937,                0.94181,                0.96482,                0.92536,                0.30113,                0.23305,                0.79722,              0.0095783,              0.0095783,              0.0095783
                    216,                0.49332,                 0.3183,                0.85047,                0.96172,                0.93955,                0.96483,                0.92518,                0.30078,                0.23284,                0.79713,              0.0095763,              0.0095763,              0.0095763
                    217,                0.49564,                0.31724,                0.85131,                0.95951,                0.94232,                0.96491,                0.92551,                0.30035,                 0.2326,                0.79691,              0.0095743,              0.0095743,              0.0095743
                    218,                0.49802,                0.31888,                0.85285,                0.95934,                0.94232,                0.96498,                0.92574,                 0.3002,                0.23234,                0.79687,              0.0095723,              0.0095723,              0.0095723
                    219,                0.49612,                0.31655,                0.85279,                 0.9589,                0.94212,                0.96502,                0.92546,                0.30017,                0.23253,                0.79682,              0.0095703,              0.0095703,              0.0095703
                    220,                0.49395,                 0.3159,                0.85059,                 0.9597,                 0.9417,                0.96511,                0.92549,                0.30008,                0.23258,                0.79685,              0.0095684,              0.0095684,              0.0095684
                    221,                0.49683,                0.31891,                0.85118,                0.95944,                0.94194,                0.96506,                 0.9258,                    0.3,                0.23211,                0.79697,              0.0095664,              0.0095664,              0.0095664
                    222,                0.49029,                0.31502,                0.84904,                0.95844,                0.94404,                0.96519,                0.92568,                0.30017,                 0.2321,                0.79713,              0.0095644,              0.0095644,              0.0095644
                    223,                 0.4894,                0.31399,                0.84983,                0.95876,                0.94332,                0.96521,                0.92586,                0.30002,                0.23174,                0.79717,              0.0095624,              0.0095624,              0.0095624
                    224,                0.49079,                0.31682,                0.84921,                0.95802,                 0.9442,                0.96392,                0.92478,                0.29998,                0.23224,                0.79713,              0.0095604,              0.0095604,              0.0095604
                    225,                0.49362,                0.31574,                0.85038,                 0.9585,                0.94325,                0.96385,                0.92469,                 0.2999,                0.23189,                 0.7971,              0.0095585,              0.0095585,              0.0095585
                    226,                0.49114,                0.31424,                0.84865,                0.95821,                 0.9438,                0.96386,                0.92467,                0.30005,                0.23231,                0.79715,              0.0095565,              0.0095565,              0.0095565
                    227,                0.49319,                0.31603,                0.85066,                0.95903,                 0.9424,                0.96377,                0.92441,                0.29977,                0.23272,                0.79718,              0.0095545,              0.0095545,              0.0095545
                    228,                0.49394,                0.31629,                0.85205,                0.95913,                0.94274,                0.96392,                0.92457,                0.29972,                0.23244,                0.79705,              0.0095525,              0.0095525,              0.0095525
                    229,                0.49112,                0.31461,                0.85032,                0.95888,                0.94282,                0.96395,                0.92473,                0.29957,                0.23246,                0.79694,              0.0095505,              0.0095505,              0.0095505
                    230,                0.49223,                0.31636,                0.85083,                0.95882,                0.94294,                 0.9639,                0.92469,                0.29932,                0.23254,                0.79691,              0.0095486,              0.0095486,              0.0095486
                    231,                0.48932,                0.31192,                0.84779,                0.95818,                0.94374,                0.96376,                0.92446,                 0.2992,                0.23201,                0.79682,              0.0095466,              0.0095466,              0.0095466
                    232,                 0.4934,                0.31727,                0.85103,                0.95857,                0.94336,                0.96379,                  0.925,                0.29894,                0.23225,                0.79673,              0.0095446,              0.0095446,              0.0095446
                    233,                0.49477,                0.31827,                0.85039,                0.95873,                 0.9432,                 0.9639,                0.92463,                0.29901,                0.23199,                0.79659,              0.0095426,              0.0095426,              0.0095426
                    234,                0.49206,                 0.3166,                0.84772,                0.95885,                  0.943,                0.96395,                0.92462,                0.29884,                0.23183,                0.79662,              0.0095406,              0.0095406,              0.0095406
                    235,                0.48933,                0.31218,                0.84739,                0.95866,                0.94361,                0.96395,                0.92471,                0.29887,                0.23195,                0.79658,              0.0095387,              0.0095387,              0.0095387
                    236,                0.49251,                0.31435,                 0.8477,                0.95877,                 0.9429,                 0.9639,                0.92459,                0.29869,                0.23204,                0.79659,              0.0095367,              0.0095367,              0.0095367
                    237,                0.49043,                0.31542,                0.84709,                0.95987,                0.94122,                0.96391,                0.92476,                0.29846,                0.23199,                 0.7964,              0.0095347,              0.0095347,              0.0095347
                    238,                0.49024,                0.31498,                0.84724,                0.96037,                0.94075,                0.96386,                0.92482,                0.29842,                 0.2321,                0.79632,              0.0095327,              0.0095327,              0.0095327
                    239,                0.49325,                0.31559,                0.84835,                0.96021,                 0.9407,                0.96393,                0.92476,                0.29836,                0.23182,                0.79632,              0.0095307,              0.0095307,              0.0095307
                    240,                0.48627,                0.31126,                0.84572,                0.96033,                0.94044,                0.96386,                0.92511,                0.29812,                0.23222,                0.79623,              0.0095288,              0.0095288,              0.0095288
                    241,                0.49076,                 0.3118,                0.84768,                0.96028,                0.94058,                0.96386,                0.92491,                0.29787,                 0.2322,                0.79612,              0.0095268,              0.0095268,              0.0095268
                    242,                0.48894,                0.31509,                0.84618,                0.95888,                0.94212,                0.96256,                0.92369,                0.29786,                0.23224,                0.79605,              0.0095248,              0.0095248,              0.0095248
                    243,                  0.488,                0.31417,                0.84601,                 0.9607,                0.93932,                0.96253,                 0.9231,                0.29766,                0.23198,                 0.7961,              0.0095228,              0.0095228,              0.0095228
                    244,                0.48674,                0.31144,                 0.8446,                0.96025,                 0.9397,                0.96251,                0.92338,                0.29766,                0.23179,                0.79605,              0.0095208,              0.0095208,              0.0095208
                    245,                0.48704,                0.31299,                0.84352,                0.96054,                0.93987,                0.96244,                0.92296,                0.29766,                0.23217,                0.79596,              0.0095189,              0.0095189,              0.0095189
                    246,                 0.4861,                0.31244,                0.84563,                0.96055,                0.93976,                0.96243,                0.92317,                0.29765,                 0.2319,                  0.796,              0.0095169,              0.0095169,              0.0095169
                    247,                0.48521,                0.31144,                0.84492,                0.96034,                0.94013,                 0.9612,                0.92183,                 0.2974,                0.23194,                0.79597,              0.0095149,              0.0095149,              0.0095149
                    248,                0.48503,                0.31112,                0.84442,                0.96026,                0.93993,                0.96112,                0.92178,                0.29767,                 0.2324,                0.79597,              0.0095129,              0.0095129,              0.0095129
                    249,                0.48989,                0.31195,                0.84654,                0.96236,                0.93836,                 0.9611,                0.92198,                0.29751,                0.23265,                 0.7959,              0.0095109,              0.0095109,              0.0095109
                    250,                0.48509,                0.31213,                0.84337,                0.96223,                 0.9382,                0.96102,                0.92229,                0.29759,                0.23286,                 0.7959,               0.009509,               0.009509,               0.009509
                    251,                0.48322,                  0.311,                0.84392,                0.95987,                0.93985,                0.96107,                0.92219,                0.29745,                 0.2323,                0.79586,               0.009507,               0.009507,               0.009507
                    252,                0.49065,                0.31173,                0.84635,                0.96002,                0.93978,                0.96103,                0.92209,                0.29738,                0.23263,                0.79581,               0.009505,               0.009505,               0.009505
                    253,                0.48809,                0.31044,                0.84546,                0.96037,                0.93938,                0.96117,                 0.9219,                 0.2974,                0.23315,                0.79572,               0.009503,               0.009503,               0.009503
                    254,                0.48616,                0.31018,                0.84524,                0.96125,                0.93854,                0.96105,                0.92162,                0.29732,                0.23355,                0.79568,               0.009501,               0.009501,               0.009501
                    255,                0.48754,                0.31376,                0.84521,                0.96042,                0.93864,                0.96111,                0.92151,                 0.2974,                0.23386,                0.79575,              0.0094991,              0.0094991,              0.0094991
                    256,                0.48736,                0.31055,                0.84612,                0.96031,                0.93892,                0.96111,                0.92163,                0.29768,                0.23363,                0.79576,              0.0094971,              0.0094971,              0.0094971
                    257,                0.48096,                0.30914,                0.84272,                0.96046,                0.93832,                0.96112,                0.92207,                0.29742,                0.23393,                0.79569,              0.0094951,              0.0094951,              0.0094951
                    258,                0.48669,                0.30949,                0.84475,                   0.96,                0.93863,                0.96229,                0.92277,                0.29742,                0.23439,                0.79565,              0.0094931,              0.0094931,              0.0094931
                    259,                 0.4838,                0.30952,                0.84467,                0.96087,                0.93716,                0.96225,                 0.9229,                0.29735,                0.23527,                0.79555,              0.0094911,              0.0094911,              0.0094911
                    260,                0.48448,                0.30885,                0.84326,                0.96035,                0.93783,                0.96098,                0.92148,                0.29743,                 0.2358,                 0.7956,              0.0094892,              0.0094892,              0.0094892
                    261,                0.48343,                0.30877,                0.84487,                0.96238,                0.93696,                0.96208,                0.92264,                0.29748,                0.23598,                0.79559,              0.0094872,              0.0094872,              0.0094872
                    262,                 0.4867,                0.30811,                0.84471,                0.95863,                0.93951,                0.96216,                0.92282,                0.29754,                0.23653,                0.79562,              0.0094852,              0.0094852,              0.0094852
                    263,                0.48672,                0.30968,                0.84535,                0.95841,                0.93973,                0.96218,                0.92288,                 0.2976,                0.23689,                 0.7956,              0.0094832,              0.0094832,              0.0094832
                    264,                0.48632,                0.30932,                  0.844,                0.95877,                0.93914,                0.96214,                0.92291,                0.29755,                0.23748,                0.79553,              0.0094812,              0.0094812,              0.0094812
                    265,                0.48459,                0.30978,                0.84413,                0.95945,                 0.9379,                0.96213,                0.92284,                0.29742,                0.23771,                0.79546,              0.0094793,              0.0094793,              0.0094793
                    266,                 0.4843,                 0.3091,                0.84461,                0.95922,                0.93723,                0.96342,                0.92427,                0.29752,                0.23827,                0.79546,              0.0094773,              0.0094773,              0.0094773
                    267,                0.48393,                0.31074,                0.84459,                0.95974,                0.93653,                 0.9634,                0.92391,                0.29757,                0.23876,                0.79544,              0.0094753,              0.0094753,              0.0094753
                    268,                0.48482,                0.30959,                0.84544,                0.95959,                 0.9368,                 0.9634,                0.92388,                0.29744,                0.23947,                 0.7954,              0.0094733,              0.0094733,              0.0094733
                    269,                0.48265,                0.30777,                 0.8444,                 0.9596,                0.93699,                0.96329,                0.92401,                0.29739,                0.23948,                0.79541,              0.0094713,              0.0094713,              0.0094713
                    270,                0.48241,                0.30951,                0.84325,                 0.9596,                0.93647,                0.96328,                0.92379,                0.29757,                0.23933,                 0.7956,              0.0094694,              0.0094694,              0.0094694
                    271,                0.48337,                 0.3091,                0.84413,                0.95982,                0.93638,                0.96457,                0.92499,                0.29764,                0.23964,                0.79563,              0.0094674,              0.0094674,              0.0094674
                    272,                0.48352,                0.30857,                0.84371,                0.95925,                 0.9356,                0.96456,                0.92497,                0.29747,                0.23995,                0.79556,              0.0094654,              0.0094654,              0.0094654
                    273,                0.48305,                0.30756,                0.84476,                0.95936,                0.93526,                0.96472,                0.92488,                0.29762,                0.24024,                 0.7955,              0.0094634,              0.0094634,              0.0094634
